place_id,place_namt,keyword,address,person,otherworkspace,cospace,government,habitat,education,religious,health,hotel,factory,other,classification
00b9c316-79fa-babf-a5c9-fa001d2020d0,โรงพยาบาลแกดำ,health,0,0,2,5,0,1,0,0,9,0,1,0,สาธารณสุข
00bb3731-3741-44c2-a838-7d9438cb9faa,โรงเรียนบ้านห้วยยาง,education,0,0,0,0,0,0,10,0,0,0,0,0,สถานศึกษา
00c0c9a8-73da-499d-89f8-ebe4a649b7f8,ชุมชนตรอกขุนนาวา,habitat,33,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
00d1f7df-f4d6-7da0-d8ec-2edb413be9f0,รพ.สต.ตำบลนอกเมือง,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
00de5e9b-4f85-40d9-9a21-06eb9a293244,ศูนย์ควบคุมโรคติดต่อนำโดยแมลงที่ 8.2 จ.เลย,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
00ef3f0a-e404-e759-70db-79ffdd804c3c,โรงพยาบาลแม่จัน,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
00f61655-556d-4ade-b9ec-bd3b113fcf66,บ้านโนนงาม หมู่16,habitat,1,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0106e115-8132-4d9d-88f5-11a979067f7a,สุขทวีวิลเลจ,habitat,99,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01123bac-3028-4ad4-8483-97b826737ca2,บ้านดอนงัว หมู่ 1,habitat,2,0,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
01191583-1235-4f94-aefd-5fb50f7a14ea,วัดศรีรัตนาราม,religious,0,0,0,1,0,0,0,1,0,0,0,0,ศาสนสถาน
011d8339-909f-4a65-8b68-026f2d194126,โรงเรียนวัดยางยี่แส,education,0,0,0,0,0,0,10,0,0,0,0,0,สถานศึกษา
012244bf-1eaa-42be-98ab-e290cbf2c24a,เขาใหญ่,other,2,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0124092a-a6e3-4e79-a083-1f2b628ceab2,หมู่ 7 บ้านบึงบ้าน,habitat,4,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01250d0b-35c3-49fc-8c84-01761876e1f1,หมู่7บ้านทุ่งส่าธาร,habitat,1,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01266fa2-9227-ee2d-bd10-61fb9e8940f0,บ้านดอนหลี่,habitat,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
014f0333-beb4-7d1f-d4e2-d730b7e6f6cf,รพ.สต.บ้านหนองไคร้ ตำบลหนองจ๊อม,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
01561f2d-04e0-e94a-6362-bbacb548fc74,รพ.สต.บ้านขามเปี้ย,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
0165af0e-0ed4-4dea-865d-260053512c4f,น้ำดื่มภูหลวง,cospace,0,0,0,0,0,0,0,0,0,0,10,0,โรงงาน/สถานที่ทำงาน
01668885-4796-4317-af1d-d5d4db3db2d0,บ้านน้อย ม.4,habitat,51,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
016bee8f-6b08-422d-9d85-58d5d727de91,ส.พัฒนาหมู่13 ต.บางหัวเสือ,habitat,36,1,4,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
01770b60-4cc2-4026-872a-9f662c0bdc60,บ้านคลองมหาดไทย,habitat,53,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
017cf5f6-fa3d-43e5-aa5c-331c6e7774e3,โรงแรมซีเคฮิลล์,hotel,0,0,0,0,0,0,0,0,0,20,0,0,โรงแรม/รีสอร์ท
017e0655-3407-4639-aa63-7fa361327d76,โรงน้ำดื่มมังกรหยก,factory,0,0,0,0,0,0,0,0,0,0,10,0,โรงงาน/สถานที่ทำงาน
017e74fa-927b-4dcf-9274-f34721946ce4,หมู่7 บ้านหนองขวาง,habitat,24,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01908ead-0e8d-4349-9035-4d96a853fe11,เทศบาลขุนหาญ,otherworkspace,99,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01a310ee-3bd1-4042-ab63-be170937702c,โรงพยาบาลพัฒนานิคม,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
01bdc3bb-a943-ec4c-66b1-9c25aebee6c8,โรงพยาบาลอุทัยธานี,health,0,1,0,0,0,0,0,0,3,0,0,1,สาธารณสุข
01c7472d-ff64-45c1-bdb2-231429c1d711,วัดยอดแก้วศรีวิชัย,religious,0,0,0,1,0,0,0,1,0,0,0,0,ศาสนสถาน
01c74e1d-fb96-4ada-94c9-d8b52d937854,ม.5 บ้านย่านซื่อ,address,39,1,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01d19a64-31b1-41b8-8d01-5439f52a5a45,ม.5 บ้านโนนยาง,address,18,3,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
01d2ad1d-38ed-4cfa-b761-d52272b55572,โรงเรียนบ้านท่ายาง (ประชาสรรค์),education,0,0,2,4,0,0,3,0,0,0,0,3,สถานศึกษา
01d4e492-3e20-4350-b534-41442122c3cd,วัดแสงธรรมสุธาราม 19มิย61,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
01e11e01-8900-4f32-9f16-d8b594973556,ม.7 บ.เหล่าสวนกล้วย,address,42,3,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
01e901ac-84d6-4284-8f69-423ef7ce5187,บ้านหนองส่านม.11,habitat,15,5,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0202bce9-90ac-4181-bee8-ea5c31ee4119,ชุมชนธัญญา3,habitat,8,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0205c3b5-57fd-430d-bfb9-9524dc0e962d,โรงเรียนมาบยางพรวิทยาคมม.3,education,0,0,0,1,0,0,2,0,0,0,0,0,สถานศึกษา
020cf694-607b-4684-9bd7-a1747776f27b,บ้านหนองแหน ม.1,habitat,13,3,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
02130272-a327-4905-9457-1427cc38ccb3,พระบางมงคลม.10,other,40,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
022dfa44-1893-4d2e-843c-f4bbe7ab1042,บ้านนาลับแลง หมู่ 5 ตำบล ป่าคาย อำเภอ ทองแสนขัน จังหวัด อุตรดิตถ์,habitat,40,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0235054e-c451-4ab8-bb22-65e290c519df,กรมสุขภาพจิต,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
0237cb7c-8082-4420-a9ca-80c2fd646566,วัดชากลูกหญ้า,religious,0,0,0,1,0,0,0,2,0,0,0,0,ศาสนสถาน
023d4349-6d33-470e-8a6a-2e17d35b81aa,ม1 หนองพระ อ วังทอง,address,4,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
023ea3f3-a716-47ad-8040-accca89c6016,ม. 9 ดอนโม่ ต.สระแก้ว,other,38,0,1,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
024d7e1b-9345-4e3c-a278-b0b0b2a775c0,บ้านนาสีทอง ม.16,habitat,44,0,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
024fa186-5028-e7e0-38ab-dc90e4602b63,โรงพยาบาลแม่ทา,health,0,0,0,0,0,0,0,0,5,0,0,1,สาธารณสุข
02575780-3fab-e7a0-2424-2e2f8b1b96de,รพ.สต.บ้านคุยขนวน ตำบลเชียงขวัญ,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
025763f0-02d6-4565-9f37-f1f06f307900,โรงเรียนบ้านคานหัก,education,0,0,0,0,0,0,10,0,0,0,0,0,สถานศึกษา
02585b79-735c-4495-9bf9-f74ff84954a6,บ้านห้วยโมง ม.10,habitat,9,2,0,0,0,0,0,0,0,0,0,3,หมู่บ้าน/ชุมชน
02698438-69fc-4fec-a4b2-cf3c8c8063d2,หมู่บ้านภูบั้งไฟ,habitat,13,0,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
026ffb1c-f27f-493c-a6ac-6fe1d54a9748,ชุมชนประตูลี้,habitat,50,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02701ca7-3316-4efd-b517-282cf9cf6c32,บ้านบุ่งไสล่ ม.2,habitat,45,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0270fb7b-f07e-f534-df1a-45869e977c06,รพ.สต.บ้านเขาน้อย,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
02772d9b-f3be-4ae0-b04d-47e354e8ec8a,หมู่ที่1หนองเกวียนหัก,habitat,1,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
027a69f5-7ff0-4da7-0c08-639997309cab,รพ.สต.ตำบลบ้านยาง,health,0,0,1,0,0,0,0,0,10,0,0,0,สาธารณสุข
028b958d-90a6-4b74-a7a7-1fcd940ac6cb,ชุมชนลาดพร้าว 45,habitat,80,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02a7d7ac-935f-1bfd-f9ee-9327ca36c0b7,รพ.สต.คลองน้ำคัน ตำบลซับเปิบ,health,0,0,0,0,0,0,0,0,20,0,0,0,สาธารณสุข
02a90838-d639-47cf-8236-5c415ac8a441,โรงเรียนอนุบาลสุพรรณบุรี,education,0,0,0,0,0,0,10,0,0,0,0,0,สถานศึกษา
02ad3250-1cdf-3b3d-7284-37dfe65ebfb9,รพ.สต.ตำบลลำแก่น,health,0,0,0,0,0,0,0,0,2,0,0,0,สาธารณสุข
02b8604b-99ce-4b5e-b90f-d0df4bbbdd6b,บ้านหนองบัวทอง ม.14,habitat,35,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02ba53b0-1c09-4327-babd-ecb6cff19324,วัดชัยมงคล,religious,0,0,0,0,0,0,0,10,0,0,0,0,ศาสนสถาน
02c8f4f2-4530-402d-bc9b-689006b6b212,โรงเรียนบ้านช่างปี่,education,0,0,0,0,0,0,11,0,0,0,0,0,สถานศึกษา
02c8fac3-9aed-4928-9297-1c95f21e4cc1,89ม5,address,8,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02cae866-04f6-4fa4-9643-7e724a437b3d,หมู่ 6 บ้านหนองจิก,habitat,79,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02ce0191-a36b-491e-97df-1c2ee256949f,หอพักอารี,habitat,0,0,0,0,0,1,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02d9bf50-0af6-43e4-85fc-18fbfd6ff82b,ชุมชนทุ่งเจดีย์,habitat,37,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
02e1f303-4ed9-4bc9-a286-6451f28c68aa,บ้านกุดไก่แก้ว,habitat,61,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03046c77-b1f8-48a8-975d-ca6292c39b70,วัดบ้านประชาสุขสรรค์วราราม,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
0311a021-9abb-4ecb-911d-4c10799bdd13,ม. 7  บ้านปากแคว,habitat,20,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
032f0689-2b42-4d63-9b0e-f5a60f735a03,วัดบ้านตาแท่น,religious,0,0,0,0,0,0,0,10,0,0,0,0,ศาสนสถาน
0330a1f4-db2e-41fc-93e1-39b6e4cc7412,บ้านมะเห็บ,habitat,6,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0340bd40-46c9-4ea1-907a-d182bbacc9eb,บ้านกระบาก,habitat,20,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03716f52-0163-4727-86a4-a68dd15361dd,กาดกองต้า,other,30,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0373c967-0998-4b29-b5b7-cf7b969373e5,ม.8 บ้านโคกมะตูม,address,40,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
037d9f03-c1dd-4e53-b1da-8ccd96d3257a,โรงเรียนบ้านวังรางใหญ่,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
037fe8ae-1f55-4781-8297-62ef5b83fcc1,โรงขนมปังสามดาว,factory,0,0,0,0,0,0,0,0,0,0,1,0,โรงงาน/สถานที่ทำงาน
0384ca66-ade7-4f54-a777-594b66814672,บ้านท้องคุ้งหมู่3,habitat,50,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
038e780e-7339-47b2-b44f-68dafebaf0de,ศพด.บ้านห้วยยาง,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
0396cee6-eda3-438b-9406-040ff9cb341a,โรงเรียนชุมชนบ้านดอนโม่,education,0,0,0,1,0,0,10,0,0,0,0,0,สถานศึกษา
03a3ca55-9ad2-444a-bbe7-d0959f9899ec,โรงแรมสุนทรีย์เพลส,hotel,0,0,0,0,0,0,0,0,0,10,0,0,โรงแรม/รีสอร์ท
03a8cede-3f1b-4913-bd84-63a07c11e681,ศูนย์เด็กเล็กวัดบ้านเหล่า ม.18,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
03aa25d8-8a59-466e-8209-a644d8e78baa,บ้านนครชัย ม.4,habitat,40,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03b65705-0eba-471e-8bd3-aa6c7465d749,บ้านดอนเสียดใต้ หมู่ 12,habitat,44,2,1,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03c5f520-0399-4695-859a-1cea408b48b9,วัดท่าศิลาอาจ,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
03c62adf-8a15-4619-9a1a-0d0415987318,โรงเรียนห้วยเซือมเหนือ,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
03d13228-414b-4f31-a2d5-3c476da788a4,โรงเรียนธรรมิการาม,education,0,0,0,0,0,0,2,0,0,0,0,1,สถานศึกษา
03db0d5d-0814-4f98-bc19-cf4dca9ed575,หมู่6 บ้านลายชะโด,habitat,39,1,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03e6f74b-4aa0-4867-b57f-ced782afea77,วัดหนองช้างทองบ้านทุ่งขุนน้อย,religious,0,0,0,0,0,0,0,10,0,0,0,0,ศาสนสถาน
03e954f5-65ca-4884-bf6e-5fbee711b66b,ชุมชนศักดิ์ประเสริฐ(พักอาศัย),habitat,76,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03ebe7c0-35a6-40ed-b9da-c2c9833b2578,หนองลานหมู่7,habitat,23,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
03ef2497-c9d5-4cd1-83c4-e4f78596468d,วัดโพหวาย,religious,0,0,0,0,0,0,0,3,0,0,0,1,ศาสนสถาน
03f50d76-3b12-43a5-872d-8eeb5bedeab9,มัสยิดบ้านนาเกาะไทร,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
03fbcf43-1563-4bd7-ab01-2f488d8e42c0,หมู่1บ้านบางกะพี้,habitat,1,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0405e9c8-eb40-4c36-8621-0fd028c41174,ชุมชนปานุราช,habitat,50,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0409d585-a506-46bd-99b8-b077fda26e30,บ้านหนองกุง ม.10,habitat,39,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0411add7-4af3-452d-bef8-fcfe5737269e,โรงเรียนบ้านหนองแวง,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
04124ac6-f57f-4e1b-9c09-6ea78fa379c8,วัดอรัญญิกกาวาส,religious,0,0,0,4,0,0,0,9,0,0,0,0,ศาสนสถาน
04130e85-fbe9-4774-9872-65f334767c91,ชุมชนธนบุรี,habitat,20,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0413fd42-b156-4a9c-9053-fbe148a2f43a,โรงเรียนบ้านเปร็ต,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
0419ee31-afa3-42f7-957f-2f55d3f54937,วัดวังเจ้า,religious,0,0,0,0,0,0,0,10,0,0,0,0,ศาสนสถาน
0435ceb7-3354-4e15-be1a-63f3d7c66fcc,ชุมชนรอบรพ.,habitat,17,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
043c0645-3b28-4dc1-b4cf-4e38dc064d20,โรงเรียนบ้านม่วงเงาะ,education,0,0,0,0,0,0,10,0,0,0,0,0,สถานศึกษา
044dbd92-bb6f-4b3f-9b91-ef17b9081011,วัดกลางวิทยา,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
045f7227-8a09-4ff5-9c30-db47fc0834df,บ้านบ่อพระ หมู่ 7 ตำบล คุ้วตะเภา อำเภอ เมือง จัวหวัด อุตรดิตถ์,habitat,41,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
04605927-c757-4535-8f06-0f5946caa615,วัดอุดมผลาผล,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
04863a4d-020f-4946-bb45-6f988fc8bf0e,บ้านโนนสำราญ หมู่ 19,habitat,18,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
048d837c-4694-42ac-a8e5-316f1186e6cc,โรงเรียนวัดการ้อง,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
04a56100-52ca-457c-86f9-b6bc6988a34e,วัดอุทัยธาราม,religious,0,0,0,1,0,0,0,2,0,0,0,0,ศาสนสถาน
04a91e68-b496-4974-941c-462558cded6a,บ.ใหม่สีชมพู ม.1,habitat,45,4,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
04ad1d09-6302-48ce-a383-08a3becf409e,หมู่ที่ 2,habitat,41,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
04b764ff-5c3a-4b8c-a850-77d72a3e6786,หมู่ที่ 3 บ้านค้างฮ้อ,habitat,50,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
04b856ed-101d-4669-8373-4504e1e4cce7,โรงเรียนบ้านมุง,education,0,0,0,3,0,0,4,0,0,0,0,1,สถานศึกษา
04c386c2-5600-451d-96da-c220340c6086,ชุมชนตลาด,habitat,39,0,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
04c9d751-5c85-4b92-b014-25b785e71d57,อู่ชัยณรงค์,factory,0,0,0,0,0,0,0,0,0,0,1,0,โรงงาน/สถานที่ทำงาน
04e70c18-9318-4b9a-adf8-f39480dce181,บ้านไร่ทาม ม.5,habitat,45,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
04ef657e-5981-49d4-9ad7-3d6f997d227d,วัดศรีจำปา,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
04fbe9d9-5d74-48fe-9327-12cb615d1453,รพ พิจิตร,health,0,1,0,1,0,0,0,1,4,0,0,0,สาธารณสุข
04fe23d9-c91b-4cfa-94cf-e19e66cd9eff,วัดลำธาร(ลำวะ),religious,0,0,0,0,0,0,0,3,0,0,0,0,ศาสนสถาน
05006d72-742a-4239-8d1c-7744dd709e06,บ้านคลองนาพง หมู่ 7 ตำบล ผาจุก อำเภอ เมือง จังหวัด อุตรดิตถ์,habitat,40,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0500b35b-4f4d-4b6e-8cd8-163212934d32,หมู่ที่2 ตำบลพานทอง,habitat,36,2,0,0,0,0,0,0,0,0,0,2,หมู่บ้าน/ชุมชน
0504cc76-c703-4b22-8dce-0e16ee6efffb,หมู่ที่1บางกระเพียง,habitat,1,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0509befe-55d6-4927-ade5-3a81a594121d,บ้านปันน้ำใจ ม.10,habitat,56,0,0,0,0,0,0,0,0,0,0,1,หมู่บ้าน/ชุมชน
050c8bec-2b99-4835-9c1c-d930daf5ed5f,บ้านหนองแคน ม.20,habitat,3,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
051b9e54-17ef-4c8b-8829-94ad6edc49b8,รร.ชุมชนบ้านกู่จาน,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
05246fe5-c2c5-495b-8a26-0925df818098,วัดวังข่อยสามัคคีธรรม,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
052ea04d-b0d5-4881-9348-771ec6f35733,เชลียง,other,104,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
053468e6-8987-4f59-8801-ecbc52cb87ec,ชุมชนบ้านโกรกพระ ม.3,habitat,37,1,0,0,0,0,0,0,0,0,0,2,หมู่บ้าน/ชุมชน
05419d80-90b3-467d-9fb8-2851f77481b9,บ้านทุ่งฝน ม.8,habitat,52,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0543370a-660b-7d2f-abac-7c16977efaf7,รพ.สต.บ้านหนองผือน้อย ตำบลห้วยไผ่,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
0556bc5f-8c97-4caa-9cc4-46e3ca268d00,ชุมชนเบอเส้ง,habitat,61,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
057a3c76-fec5-449e-b8b4-84be54903165,โรงเรียนบ้านบุ่งเบา,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
0585a036-1064-482d-911a-f5ab9529cdf2,บ้านนาคำ ม.15,habitat,25,0,0,1,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
058752d7-90f2-4ace-828c-d2bbc097f793,111,address,13,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
05975da8-69f3-4e71-8832-342e316ca64d,หมู่ 2 เจริญสุข,habitat,132,2,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
0599c373-3331-451f-81e1-7edc93f1ae1c,ศูนย์พัฒนาเด็กเล็กบ้านสี่แยก,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
059a76b9-a593-4bc9-846a-d262294842bd,วัดราษฎร์ศรัทธาราม,religious,0,0,0,0,0,0,0,1,0,0,0,0,ศาสนสถาน
05b8cdb4-6221-111d-bbfb-a9cda92b9265,โรงพยาบาลหางดง,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
05c356b1-66b9-78e5-7c25-d32af1ab1ac5,รพ.สต.ตำบลยายชา,health,0,0,1,0,0,0,0,0,1,0,0,1,สาธารณสุข
05ce012c-8030-1337-8eb4-59038c742a93,รพ.สต.บ้านดงหวาย ต.หายโศก,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
05d70448-a67d-5d42-34fa-9118aa206aab,ศูนย์บริการสาธารณสุข 43 มีนบุรี,health,0,0,0,1,0,0,0,0,1,0,0,2,สาธารณสุข
05de2606-6b30-46f9-b23c-747c107f6966,วัดป่าหนองโมง,religious,0,0,0,0,0,0,0,10,0,0,0,0,ศาสนสถาน
05de5830-3acf-2cb1-11c1-7ad7e2292939,รพ.สต.ตำบลลาดใหญ่,health,0,0,0,0,0,0,0,0,10,0,0,0,สาธารณสุข
05e77e37-3304-467d-99c7-33e7b4988524,ชุมชนเมืองทองซ.3,habitat,2,0,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
05e996b1-da03-48cc-8844-cd5c2ccefecf,บ.นาดอกไม้ ม.6,habitat,13,1,0,0,0,0,0,0,0,0,0,0,หมู่บ้าน/ชุมชน
05ea31a9-654e-49ab-a84d-225e83abf48f,โรงเรียนอนุบาลเมืองอรัญญิก,education,0,0,0,0,0,0,1,0,0,0,0,0,สถานศึกษา
05eb1a6a-6f4f-425a-a314-ee510dcfeaf8,รพ.สต.กกปลาซิว,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
05ece5fa-5fbd-462b-aee8-a8609ab48256,โรงเรียนวัดสามควายเผือก,education,0,0,0,0,0,0,10,0,0,0,0,1,สถานศึกษา
05ee719e-472b-14e6-3b7f-a1ed9c229851,ศูนย์สุขภาพชุมชนตำบลสัตหีบ,health,0,0,0,0,0,0,0,0,1,0,0,0,สาธารณสุข
